#1
double profiles(8760,3)
16956000.0 0.000000 0.400000
16959600.0 0.021083 0.450000
16963200.0 0.147921 0.500000
16966800.0 0.297976 0.550000
16970400.0 0.428659 0.580000
16974000.0 0.523958 0.600000
16977600.0 0.577092 0.580000
16981200.0 0.585638 0.550000
16984800.0 0.549714 0.520000
16988400.0 0.471514 0.550000
16992000.0 0.356083 0.680000
16995600.0 0.214064 0.880000
16999200.0 0.070684 1.000000
17002800.0 0.000054 0.950000
17006400.0 0.000000 0.750000
17010000.0 0.000000 0.520000
17013600.0 0.000000 0.350000
17017200.0 0.000000 0.260000
17020800.0 0.000000 0.220000
17024400.0 0.000000 0.180000
17028000.0 0.000000 0.160000
17031600.0 0.000000 0.160000
17035200.0 0.000000 0.180000
17038800.0 0.000000 0.280000
17042400.0 0.000000 0.400000
17046000.0 0.020813 0.450000
17049600.0 0.147740 0.500000
17053200.0 0.298078 0.550000
17056800.0 0.429016 0.580000
17060400.0 0.524515 0.600000
17064000.0 0.577790 0.580000
17067600.0 0.586417 0.550000
17071200.0 0.550512 0.520000
17074800.0 0.472263 0.550000
17078400.0 0.356705 0.680000
17082000.0 0.214466 0.880000
17085600.0 0.070780 1.000000
17089200.0 0.000052 0.950000
17092800.0 0.000000 0.750000
17096400.0 0.000000 0.520000
17100000.0 0.000000 0.350000
17103600.0 0.000000 0.260000
17107200.0 0.000000 0.220000
17110800.0 0.000000 0.180000
17114400.0 0.000000 0.160000
17118000.0 0.000000 0.160000
17121600.0 0.000000 0.180000
17125200.0 0.000000 0.280000
17128800.0 0.000000 0.400000
17132400.0 0.020610 0.450000
17136000.0 0.147751 0.500000
17139600.0 0.298441 0.550000
17143200.0 0.429667 0.580000
17146800.0 0.525378 0.600000
17150400.0 0.578793 0.580000
17154000.0 0.587494 0.550000
17157600.0 0.551596 0.520000
17161200.0 0.473280 0.550000
17164800.0 0.357564 0.680000
17168400.0 0.215051 0.880000
17172000.0 0.070968 1.000000
17175600.0 0.000050 0.950000
17179200.0 0.000000 0.750000
17182800.0 0.000000 0.520000
17186400.0 0.000000 0.350000
17190000.0 0.000000 0.260000
17193600.0 0.000000 0.220000
17197200.0 0.000000 0.180000
17200800.0 0.000000 0.160000
17204400.0 0.000000 0.160000
17208000.0 0.000000 0.180000
17211600.0 0.000000 0.280000
17215200.0 0.000000 0.400000
17218800.0 0.020413 0.450000
17222400.0 0.147784 0.500000
17226000.0 0.298834 0.550000
17229600.0 0.430350 0.580000
17233200.0 0.526270 0.600000
17236800.0 0.579821 0.580000
17240400.0 0.588590 0.550000
17244000.0 0.552691 0.520000
17247600.0 0.474298 0.550000
17251200.0 0.358414 0.680000
17254800.0 0.215617 0.880000
17258400.0 0.071133 1.000000
17262000.0 0.000048 0.950000
17265600.0 0.000000 0.750000
17269200.0 0.000000 0.520000
17272800.0 0.000000 0.350000
17276400.0 0.000000 0.260000
17280000.0 0.000000 0.220000
17283600.0 0.000000 0.180000
17287200.0 0.000000 0.160000
17290800.0 0.000000 0.160000
17294400.0 0.000000 0.180000
17298000.0 0.000000 0.280000
17301600.0 0.000000 0.400000
17305200.0 0.020222 0.450000
17308800.0 0.147838 0.500000
17312400.0 0.299256 0.550000
17316000.0 0.431064 0.580000
17319600.0 0.527191 0.600000
17323200.0 0.580874 0.580000
17326800.0 0.589704 0.550000
17330400.0 0.553796 0.520000
17334000.0 0.475316 0.550000
17337600.0 0.359253 0.680000
17341200.0 0.216164 0.880000
17344800.0 0.071273 1.000000
17348400.0 0.000046 0.950000
17352000.0 0.000000 0.750000
17355600.0 0.000000 0.520000
17359200.0 0.000000 0.350000
17362800.0 0.000000 0.260000
17366400.0 0.000000 0.220000
17370000.0 0.000000 0.180000
17373600.0 0.000000 0.160000
17377200.0 0.000000 0.160000
17380800.0 0.000000 0.180000
17384400.0 0.000000 0.280000
17388000.0 0.000000 0.400000
17391600.0 0.020039 0.450000
17395200.0 0.147914 0.500000
17398800.0 0.299707 0.550000
17402400.0 0.431808 0.580000
17406000.0 0.528141 0.600000
17409600.0 0.581951 0.580000
17413200.0 0.590835 0.550000
17416800.0 0.554909 0.520000
17420400.0 0.476333 0.550000
17424000.0 0.360082 0.680000
17427600.0 0.216689 0.880000
17431200.0 0.071388 1.000000
17434800.0 0.000043 0.950000
17438400.0 0.000000 0.750000
17442000.0 0.000000 0.520000
17445600.0 0.000000 0.350000
17449200.0 0.000000 0.260000
17452800.0 0.000000 0.220000
17456400.0 0.000000 0.180000
17460000.0 0.000000 0.160000
17463600.0 0.000000 0.160000
17467200.0 0.000000 0.180000
17470800.0 0.000000 0.280000
17474400.0 0.000000 0.400000
17478000.0 0.019863 0.450000
17481600.0 0.148011 0.500000
17485200.0 0.300188 0.550000
17488800.0 0.432583 0.580000
17492400.0 0.529119 0.600000
17496000.0 0.583051 0.580000
17499600.0 0.591983 0.550000
17503200.0 0.556031 0.520000
17506800.0 0.477349 0.550000
17510400.0 0.360899 0.680000
17514000.0 0.217194 0.880000
17517600.0 0.071477 1.000000
17521200.0 0.000040 0.950000
17524800.0 0.000000 0.750000
17528400.0 0.000000 0.520000
17532000.0 0.000000 0.350000
17535600.0 0.000000 0.260000
17539200.0 0.000000 0.220000
17542800.0 0.000000 0.180000
17546400.0 0.000000 0.160000
17550000.0 0.000000 0.160000
17553600.0 0.000000 0.180000
17557200.0 0.000000 0.280000
17560800.0 0.000000 0.400000
17564400.0 0.019694 0.450000
17568000.0 0.148130 0.500000
17571600.0 0.300697 0.550000
17575200.0 0.433388 0.580000
17578800.0 0.530125 0.600000
17582400.0 0.584174 0.580000
17586000.0 0.593145 0.550000
17589600.0 0.557159 0.520000
17593200.0 0.478363 0.550000
17596800.0 0.361704 0.680000
17600400.0 0.217676 0.880000
17604000.0 0.071541 1.000000
17607600.0 0.000037 0.950000
17611200.0 0.000000 0.750000
17614800.0 0.000000 0.520000
17618400.0 0.000000 0.350000
17622000.0 0.000000 0.260000
17625600.0 0.000000 0.220000
17629200.0 0.000000 0.180000
17632800.0 0.000000 0.160000
17636400.0 0.000000 0.160000
17640000.0 0.000000 0.180000
17643600.0 0.000000 0.280000
17647200.0 0.000000 0.400000
17650800.0 0.019532 0.450000
17654400.0 0.148272 0.500000
17658000.0 0.301235 0.550000
17661600.0 0.434223 0.580000
17665200.0 0.531157 0.600000
17668800.0 0.585318 0.580000
17672400.0 0.594323 0.550000
17676000.0 0.558294 0.520000
17679600.0 0.479373 0.550000
17683200.0 0.362495 0.680000
17686800.0 0.218137 0.880000
17690400.0 0.071579 1.000000
17694000.0 0.000034 0.950000
17697600.0 0.000000 0.750000
17701200.0 0.000000 0.520000
17704800.0 0.000000 0.350000
17708400.0 0.000000 0.260000
17712000.0 0.000000 0.220000
17715600.0 0.000000 0.180000
17719200.0 0.000000 0.160000
17722800.0 0.000000 0.160000
17726400.0 0.000000 0.180000
17730000.0 0.000000 0.280000
17733600.0 0.000000 0.400000
17737200.0 0.019377 0.450000
17740800.0 0.148435 0.500000
17744400.0 0.301801 0.550000
17748000.0 0.435086 0.580000
17751600.0 0.532216 0.600000
17755200.0 0.586482 0.580000
17758800.0 0.595514 0.550000
17762400.0 0.559434 0.520000
17766000.0 0.480380 0.550000
17769600.0 0.363273 0.680000
17773200.0 0.218574 0.880000
17776800.0 0.071590 1.000000
17780400.0 0.000030 0.950000
17784000.0 0.000000 0.750000
17787600.0 0.000000 0.520000
17791200.0 0.000000 0.350000
17794800.0 0.000000 0.260000
17798400.0 0.000000 0.220000
17802000.0 0.000000 0.180000
17805600.0 0.000000 0.160000
17809200.0 0.000000 0.160000
17812800.0 0.000000 0.180000
17816400.0 0.000000 0.280000
17820000.0 0.000000 0.400000
17823600.0 0.019230 0.450000
17827200.0 0.148620 0.500000
17830800.0 0.302396 0.550000
17834400.0 0.435979 0.580000
17838000.0 0.533300 0.600000
17841600.0 0.587667 0.580000
17845200.0 0.596718 0.550000
17848800.0 0.560579 0.520000
17852400.0 0.481382 0.550000
17856000.0 0.364036 0.680000
17859600.0 0.218988 0.880000
17863200.0 0.071575 1.000000
17866800.0 0.000027 0.950000
17870400.0 0.000000 0.750000
17874000.0 0.000000 0.520000
17877600.0 0.000000 0.350000
17881200.0 0.000000 0.260000
17884800.0 0.000000 0.220000
17888400.0 0.000000 0.180000
17892000.0 0.000000 0.160000
17895600.0 0.000000 0.160000
17899200.0 0.000000 0.180000
17902800.0 0.000000 0.280000
17906400.0 0.000000 0.400000
17910000.0 0.019090 0.450000
17913600.0 0.148828 0.500000
17917200.0 0.303018 0.550000
17920800.0 0.436899 0.580000
17924400.0 0.534409 0.600000
17928000.0 0.588871 0.580000
17931600.0 0.597934 0.550000
17935200.0 0.561727 0.520000
17938800.0 0.482377 0.550000
17942400.0 0.364784 0.680000
17946000.0 0.219377 0.880000
17949600.0 0.071532 1.000000
17953200.0 0.000024 0.950000
17956800.0 0.000000 0.750000
17960400.0 0.000000 0.520000
17964000.0 0.000000 0.350000
17967600.0 0.000000 0.260000
17971200.0 0.000000 0.220000
17974800.0 0.000000 0.180000
17978400.0 0.000000 0.160000
17982000.0 0.000000 0.160000
17985600.0 0.000000 0.180000
17989200.0 0.000000 0.280000
17992800.0 0.000000 0.400000
17996400.0 0.018958 0.450000
18000000.0 0.149057 0.500000
18003600.0 0.303669 0.550000
18007200.0 0.437847 0.580000
18010800.0 0.535541 0.600000
18014400.0 0.590093 0.580000
18018000.0 0.599161 0.550000
18021600.0 0.562877 0.520000
18025200.0 0.483367 0.550000
18028800.0 0.365516 0.680000
18032400.0 0.219742 0.880000
18036000.0 0.071462 1.000000
18039600.0 0.000021 0.950000
18043200.0 0.000000 0.750000
18046800.0 0.000000 0.520000
18050400.0 0.000000 0.350000
18054000.0 0.000000 0.260000
18057600.0 0.000000 0.220000
18061200.0 0.000000 0.180000
18064800.0 0.000000 0.160000
18068400.0 0.000000 0.160000
18072000.0 0.000000 0.180000
18075600.0 0.000000 0.280000
18079200.0 0.000000 0.400000
18082800.0 0.018833 0.450000
18086400.0 0.149309 0.500000
18090000.0 0.304347 0.550000
18093600.0 0.438822 0.580000
18097200.0 0.536697 0.600000
18100800.0 0.591332 0.580000
18104400.0 0.600397 0.550000
18108000.0 0.564029 0.520000
18111600.0 0.484348 0.550000
18115200.0 0.366231 0.680000
18118800.0 0.220082 0.880000
18122400.0 0.071364 1.000000
18126000.0 0.000018 0.950000
18129600.0 0.000000 0.750000
18133200.0 0.000000 0.520000
18136800.0 0.000000 0.350000
18140400.0 0.000000 0.260000
18144000.0 0.000000 0.220000
18147600.0 0.000000 0.180000
18151200.0 0.000000 0.160000
18154800.0 0.000000 0.160000
18158400.0 0.000000 0.180000
18162000.0 0.000000 0.280000
18165600.0 0.000000 0.400000
18169200.0 0.018716 0.450000
18172800.0 0.149583 0.500000
18176400.0 0.305052 0.550000
18180000.0 0.439823 0.580000
18183600.0 0.537876 0.600000
18187200.0 0.592588 0.580000
18190800.0 0.601643 0.550000
18194400.0 0.565182 0.520000
18198000.0 0.485321 0.550000
18201600.0 0.366929 0.680000
18205200.0 0.220396 0.880000
18208800.0 0.071238 1.000000
18212400.0 0.000015 0.950000
18216000.0 0.000000 0.750000
18219600.0 0.000000 0.520000
18223200.0 0.000000 0.350000
18226800.0 0.000000 0.260000
18230400.0 0.000000 0.220000
18234000.0 0.000000 0.180000
18237600.0 0.000000 0.160000
18241200.0 0.000000 0.160000
18244800.0 0.000000 0.180000
18248400.0 0.000000 0.280000
18252000.0 0.000000 0.400000
18255600.0 0.018607 0.450000
18259200.0 0.149880 0.500000
18262800.0 0.305784 0.550000
18266400.0 0.440851 0.580000
18270000.0 0.539076 0.600000
18273600.0 0.593859 0.580000
18277200.0 0.602896 0.550000
18280800.0 0.566334 0.520000
18284400.0 0.486285 0.550000
18288000.0 0.367607 0.680000
18291600.0 0.220683 0.880000
18295200.0 0.071083 1.000000
18298800.0 0.000012 0.950000
18302400.0 0.000000 0.750000
18306000.0 0.000000 0.520000
18309600.0 0.000000 0.350000
18313200.0 0.000000 0.260000
18316800.0 0.000000 0.220000
18320400.0 0.000000 0.180000
18324000.0 0.000000 0.160000
18327600.0 0.000000 0.160000
18331200.0 0.000000 0.180000
18334800.0 0.000000 0.280000
18338400.0 0.000000 0.400000
18342000.0 0.018506 0.450000
18345600.0 0.150199 0.500000
18349200.0 0.306543 0.550000
18352800.0 0.441904 0.580000
18356400.0 0.540297 0.600000
18360000.0 0.595145 0.580000
18363600.0 0.604157 0.550000
18367200.0 0.567484 0.520000
18370800.0 0.487238 0.550000
18374400.0 0.368266 0.680000
18378000.0 0.220942 0.880000
18381600.0 0.070899 1.000000
18385200.0 0.000010 0.950000
18388800.0 0.000000 0.750000
18392400.0 0.000000 0.520000
18396000.0 0.000000 0.350000
18399600.0 0.000000 0.260000
18403200.0 0.000000 0.220000
18406800.0 0.000000 0.180000
18410400.0 0.000000 0.160000
18414000.0 0.000000 0.160000
18417600.0 0.000000 0.180000
18421200.0 0.000000 0.280000
18424800.0 0.000000 0.400000
18428400.0 0.017924 0.450000
18432000.0 0.146561 0.500000
18435600.0 0.299139 0.550000
18439200.0 0.431374 0.580000
18442800.0 0.527692 0.600000
18446400.0 0.581532 0.580000
18450000.0 0.590505 0.550000
18453600.0 0.554680 0.520000
18457200.0 0.476147 0.550000
18460800.0 0.359744 0.680000
18464400.0 0.215698 0.880000
18468000.0 0.068988 1.000000
18471600.0 0.000008 0.950000
18475200.0 0.000000 0.750000
18478800.0 0.000000 0.520000
18482400.0 0.000000 0.350000
18486000.0 0.000000 0.260000
18489600.0 0.000000 0.220000
18493200.0 0.000000 0.180000
18496800.0 0.000000 0.160000
18500400.0 0.000000 0.160000
18504000.0 0.000000 0.180000
18507600.0 0.000000 0.280000
18511200.0 0.000000 0.400000
18514800.0 0.017841 0.450000
18518400.0 0.146908 0.500000
18522000.0 0.299919 0.550000
18525600.0 0.432436 0.580000
18529200.0 0.528909 0.600000
18532800.0 0.582800 0.580000
18536400.0 0.591734 0.550000
18540000.0 0.555785 0.520000
18543600.0 0.477041 0.550000
18547200.0 0.360334 0.680000
18550800.0 0.215886 0.880000
18554400.0 0.068748 1.000000
18558000.0 0.000006 0.950000
18561600.0 0.000000 0.750000
18565200.0 0.000000 0.520000
18568800.0 0.000000 0.350000
18572400.0 0.000000 0.260000
18576000.0 0.000000 0.220000
18579600.0 0.000000 0.180000
18583200.0 0.000000 0.160000
18586800.0 0.000000 0.160000
18590400.0 0.000000 0.180000
18594000.0 0.000000 0.280000
18597600.0 0.000000 0.400000
18601200.0 0.017766 0.450000
18604800.0 0.147278 0.500000
18608400.0 0.300724 0.550000
18612000.0 0.433520 0.580000
18615600.0 0.530144 0.600000
18619200.0 0.584080 0.580000
18622800.0 0.592966 0.550000
18626400.0 0.556885 0.520000
18630000.0 0.477922 0.550000
18633600.0 0.360902 0.680000
18637200.0 0.216044 0.880000
18640800.0 0.068477 1.000000
18644400.0 0.000004 0.950000
18648000.0 0.000000 0.750000
18651600.0 0.000000 0.520000
18655200.0 0.000000 0.350000
18658800.0 0.000000 0.260000
18662400.0 0.000000 0.220000
18666000.0 0.000000 0.180000
18669600.0 0.000000 0.160000
18673200.0 0.000000 0.160000
18676800.0 0.000000 0.180000
18680400.0 0.000000 0.280000
18684000.0 0.000000 0.400000
18687600.0 0.017699 0.450000
18691200.0 0.147670 0.500000
18694800.0 0.301554 0.550000
18698400.0 0.434627 0.580000
18702000.0 0.531396 0.600000
18705600.0 0.585369 0.580000
18709200.0 0.594201 0.550000
18712800.0 0.557979 0.520000
18716400.0 0.478788 0.550000
18720000.0 0.361448 0.680000
18723600.0 0.216173 0.880000
18727200.0 0.068178 1.000000
18730800.0 0.000003 0.950000
18734400.0 0.000000 0.750000
18738000.0 0.000000 0.520000
18741600.0 0.000000 0.350000
18745200.0 0.000000 0.260000
18748800.0 0.000000 0.220000
18752400.0 0.000000 0.180000
18756000.0 0.000000 0.160000
18759600.0 0.000000 0.160000
18763200.0 0.000000 0.180000
18766800.0 0.000000 0.280000
18770400.0 0.000000 0.400000
18774000.0 0.017641 0.450000
18777600.0 0.148085 0.500000
18781200.0 0.302409 0.550000
18784800.0 0.435756 0.580000
18788400.0 0.532664 0.600000
18792000.0 0.586668 0.580000
18795600.0 0.595437 0.550000
18799200.0 0.559066 0.520000
18802800.0 0.479638 0.550000
18806400.0 0.361969 0.680000
18810000.0 0.216272 0.880000
18813600.0 0.067848 1.000000
18817200.0 0.000002 0.950000
18820800.0 0.000000 0.750000
18824400.0 0.000000 0.520000
18828000.0 0.000000 0.350000
18831600.0 0.000000 0.260000
18835200.0 0.000000 0.220000
18838800.0 0.000000 0.180000
18842400.0 0.000000 0.160000
18846000.0 0.000000 0.160000
18849600.0 0.000000 0.180000
18853200.0 0.000000 0.280000
18856800.0 0.000000 0.400000
18860400.0 0.017592 0.450000
18864000.0 0.148523 0.500000
18867600.0 0.303288 0.550000
18871200.0 0.436906 0.580000
18874800.0 0.533948 0.600000
18878400.0 0.587975 0.580000
18882000.0 0.596672 0.550000
18885600.0 0.560144 0.520000
18889200.0 0.480472 0.550000
18892800.0 0.362466 0.680000
18896400.0 0.216339 0.880000
18900000.0 0.067488 1.000000
18903600.0 0.000001 0.950000
18907200.0 0.000000 0.750000
18910800.0 0.000000 0.520000
18914400.0 0.000000 0.350000
18918000.0 0.000000 0.260000
18921600.0 0.000000 0.220000
18925200.0 0.000000 0.180000
18928800.0 0.000000 0.160000
18932400.0 0.000000 0.160000
18936000.0 0.000000 0.180000
18939600.0 0.000000 0.280000
18943200.0 0.000000 0.400000
18946800.0 0.017551 0.450000
18950400.0 0.148983 0.500000
18954000.0 0.304192 0.550000
18957600.0 0.438077 0.580000
18961200.0 0.535246 0.600000
18964800.0 0.589288 0.580000
18968400.0 0.597907 0.550000
18972000.0 0.561213 0.520000
18975600.0 0.481288 0.550000
18979200.0 0.362938 0.680000
18982800.0 0.216375 0.880000
18986400.0 0.067097 1.000000
18990000.0 0.000001 0.950000
18993600.0 0.000000 0.750000
18997200.0 0.000000 0.520000
19000800.0 0.000000 0.350000
19004400.0 0.000000 0.260000
19008000.0 0.000000 0.220000
19011600.0 0.000000 0.180000
19015200.0 0.000000 0.160000
19018800.0 0.000000 0.160000
19022400.0 0.000000 0.180000
19026000.0 0.000000 0.280000
19029600.0 0.000000 0.400000
19033200.0 0.017519 0.450000
19036800.0 0.149465 0.500000
19040400.0 0.305119 0.550000
19044000.0 0.439267 0.580000
19047600.0 0.536557 0.600000
19051200.0 0.590608 0.580000
19054800.0 0.599140 0.550000
19058400.0 0.562272 0.520000
19062000.0 0.482085 0.550000
19065600.0 0.363383 0.680000
19069200.0 0.216379 0.880000
19072800.0 0.066676 1.000000
19076400.0 0.000000 0.950000
19080000.0 0.000000 0.750000
19083600.0 0.000000 0.520000
19087200.0 0.000000 0.350000
19090800.0 0.000000 0.260000
19094400.0 0.000000 0.220000
19098000.0 0.000000 0.180000
19101600.0 0.000000 0.160000
19105200.0 0.000000 0.160000
19108800.0 0.000000 0.180000
19112400.0 0.000000 0.280000
19116000.0 0.000000 0.400000
19119600.0 0.017497 0.450000
19123200.0 0.149970 0.500000
19126800.0 0.306069 0.550000
19130400.0 0.440476 0.580000
19134000.0 0.537881 0.600000
19137600.0 0.591933 0.580000
19141200.0 0.600370 0.550000
19144800.0 0.563319 0.520000
19148400.0 0.482864 0.550000
19152000.0 0.363802 0.680000
19155600.0 0.216350 0.880000
19159200.0 0.066225 1.000000
19162800.0 0.000000 0.950000
19166400.0 0.000000 0.750000
19170000.0 0.000000 0.520000
19173600.0 0.000000 0.350000
19177200.0 0.000000 0.260000
19180800.0 0.000000 0.220000
19184400.0 0.000000 0.180000
19188000.0 0.000000 0.160000
19191600.0 0.000000 0.160000
19195200.0 0.000000 0.180000
19198800.0 0.000000 0.280000
19202400.0 0.000000 0.400000
19206000.0 0.017483 0.450000
19209600.0 0.150497 0.500000
19213200.0 0.307042 0.550000
19216800.0 0.441704 0.580000
19220400.0 0.539217 0.600000
19224000.0 0.593262 0.580000
19227600.0 0.601596 0.550000
19231200.0 0.564354 0.520000
19234800.0 0.483622 0.550000
19238400.0 0.364193 0.680000
19242000.0 0.216288 0.880000
19245600.0 0.065743 1.000000
19249200.0 0.000000 0.950000
19252800.0 0.000000 0.750000
19256400.0 0.000000 0.520000
19260000.0 0.000000 0.350000
19263600.0 0.000000 0.260000
19267200.0 0.000000 0.220000
19270800.0 0.000000 0.180000
19274400.0 0.000000 0.160000
19278000.0 0.000000 0.160000
19281600.0 0.000000 0.180000
19285200.0 0.000000 0.280000
19288800.0 0.000000 0.400000
19292400.0 0.017478 0.450000
19296000.0 0.151046 0.500000
19299600.0 0.308038 0.550000
19303200.0 0.442949 0.580000
19306800.0 0.540563 0.600000
19310400.0 0.594594 0.580000
19314000.0 0.602816 0.550000
19317600.0 0.565376 0.520000
19321200.0 0.484359 0.550000
19324800.0 0.364556 0.680000
19328400.0 0.216193 0.880000
19332000.0 0.065231 1.000000
19335600.0 0.000000 0.950000
19339200.0 0.000000 0.750000
19342800.0 0.000000 0.520000
19346400.0 0.000000 0.350000
19350000.0 0.000000 0.260000
19353600.0 0.000000 0.220000
19357200.0 0.000000 0.180000
19360800.0 0.000000 0.160000
19364400.0 0.000000 0.160000
19368000.0 0.000000 0.180000
19371600.0 0.000000 0.280000
19375200.0 0.000000 0.400000
19378800.0 0.017482 0.450000
19382400.0 0.151617 0.500000
19386000.0 0.309055 0.550000
19389600.0 0.444210 0.580000
19393200.0 0.541918 0.600000
19396800.0 0.595927 0.580000
19400400.0 0.604031 0.550000
19404000.0 0.566384 0.520000
19407600.0 0.485074 0.550000
19411200.0 0.364891 0.680000
19414800.0 0.216065 0.880000
19418400.0 0.064688 1.000000
19422000.0 0.000000 0.950000
19425600.0 0.000000 0.750000
19429200.0 0.000000 0.520000
19432800.0 0.000000 0.350000
19436400.0 0.000000 0.260000
19440000.0 0.000000 0.220000
19443600.0 0.000000 0.180000
19447200.0 0.000000 0.160000
19450800.0 0.000000 0.160000
19454400.0 0.000000 0.180000
19458000.0 0.000000 0.280000
19461600.0 0.000000 0.400000
19465200.0 0.017495 0.450000
19468800.0 0.152209 0.500000
19472400.0 0.310092 0.550000
19476000.0 0.445487 0.580000
19479600.0 0.543282 0.600000
19483200.0 0.597261 0.580000
19486800.0 0.605238 0.550000
19490400.0 0.567377 0.520000
19494000.0 0.485767 0.550000
19497600.0 0.365197 0.680000
19501200.0 0.215902 0.880000
19504800.0 0.064116 1.000000
19508400.0 0.000000 0.950000
19512000.0 0.000000 0.750000
19515600.0 0.000000 0.520000
19519200.0 0.000000 0.350000
19522800.0 0.000000 0.260000
19526400.0 0.000000 0.220000
19530000.0 0.000000 0.180000
19533600.0 0.000000 0.160000
19537200.0 0.000000 0.160000
19540800.0 0.000000 0.180000
19544400.0 0.000000 0.280000
19548000.0 0.000000 0.400000
19551600.0 0.017518 0.450000
19555200.0 0.152823 0.500000
19558800.0 0.311150 0.550000
19562400.0 0.446779 0.580000
19566000.0 0.544654 0.600000
19569600.0 0.598595 0.580000
19573200.0 0.606437 0.550000
19576800.0 0.568354 0.520000
19580400.0 0.486437 0.550000
19584000.0 0.365473 0.680000
19587600.0 0.215706 0.880000
19591200.0 0.063513 1.000000
19594800.0 0.000000 0.950000
19598400.0 0.000000 0.750000
19602000.0 0.000000 0.520000
19605600.0 0.000000 0.350000
19609200.0 0.000000 0.260000
19612800.0 0.000000 0.220000
19616400.0 0.000000 0.180000
19620000.0 0.000000 0.160000
19623600.0 0.000000 0.160000
19627200.0 0.000000 0.180000
19630800.0 0.000000 0.280000
19634400.0 0.000000 0.400000
19638000.0 0.017549 0.450000
19641600.0 0.153458 0.500000
19645200.0 0.312227 0.550000
19648800.0 0.448084 0.580000
19652400.0 0.546032 0.600000
19656000.0 0.599927 0.580000
19659600.0 0.607627 0.550000
19663200.0 0.569314 0.520000
19666800.0 0.487083 0.550000
19670400.0 0.365719 0.680000
19674000.0 0.215476 0.880000
19677600.0 0.062881 1.000000
19681200.0 0.000000 0.950000
19684800.0 0.000000 0.750000
19688400.0 0.000000 0.520000
19692000.0 0.000000 0.350000
19695600.0 0.000000 0.260000
19699200.0 0.000000 0.220000
19702800.0 0.000000 0.180000
19706400.0 0.000000 0.160000
19710000.0 0.000000 0.160000
19713600.0 0.000000 0.180000
19717200.0 0.000000 0.280000
19720800.0 0.000000 0.400000
19724400.0 0.017526 0.450000
19728000.0 0.153904 0.500000
19731600.0 0.313050 0.550000
19735200.0 0.449102 0.580000
19738800.0 0.547106 0.600000
19742400.0 0.600945 0.580000
19746000.0 0.608495 0.550000
19749600.0 0.569948 0.520000
19753200.0 0.487404 0.550000
19756800.0 0.365654 0.680000
19760400.0 0.214975 0.880000
19764000.0 0.062087 1.000000
19767600.0 0.000000 0.950000
19771200.0 0.000000 0.750000
19774800.0 0.000000 0.520000
19778400.0 0.000000 0.350000
19782000.0 0.000000 0.260000
19785600.0 0.000000 0.220000
19789200.0 0.000000 0.180000
19792800.0 0.000000 0.160000
19796400.0 0.000000 0.160000
19800000.0 0.000000 0.180000
19803600.0 0.000000 0.280000
19807200.0 0.000000 0.400000
19810800.0 0.017447 0.450000
19814400.0 0.154158 0.500000
19818000.0 0.313615 0.550000
19821600.0 0.449831 0.580000
19825200.0 0.547873 0.600000
19828800.0 0.601645 0.580000
19832400.0 0.609038 0.550000
19836000.0 0.570253 0.520000
19839600.0 0.487398 0.550000
19843200.0 0.365274 0.680000
19846800.0 0.214201 0.880000
19850400.0 0.061134 1.000000
19854000.0 0.000000 0.950000
19857600.0 0.000000 0.750000
19861200.0 0.000000 0.520000
19864800.0 0.000000 0.350000
19868400.0 0.000000 0.260000
19872000.0 0.000000 0.220000
19875600.0 0.000000 0.180000
19879200.0 0.000000 0.160000
19882800.0 0.000000 0.160000
19886400.0 0.000000 0.180000
19890000.0 0.000000 0.280000
19893600.0 0.000000 0.400000
19897200.0 0.017375 0.450000
19900800.0 0.154426 0.500000
19904400.0 0.314191 0.550000
19908000.0 0.450565 0.580000
19911600.0 0.548639 0.600000
19915200.0 0.602338 0.580000
19918800.0 0.609566 0.550000
19922400.0 0.570536 0.520000
19926000.0 0.487362 0.550000
19929600.0 0.364860 0.680000
19933200.0 0.213390 0.880000
19936800.0 0.060153 1.000000
19940400.0 0.000000 0.950000
19944000.0 0.000000 0.750000
19947600.0 0.000000 0.520000
19951200.0 0.000000 0.350000
19954800.0 0.000000 0.260000
19958400.0 0.000000 0.220000
19962000.0 0.000000 0.180000
19965600.0 0.000000 0.160000
19969200.0 0.000000 0.160000
19972800.0 0.000000 0.180000
19976400.0 0.000000 0.280000
19980000.0 0.000000 0.400000
19983600.0 0.017311 0.450000
19987200.0 0.154707 0.500000
19990800.0 0.314778 0.550000
19994400.0 0.451305 0.580000
19998000.0 0.549403 0.600000
20001600.0 0.603021 0.580000
20005200.0 0.610077 0.550000
20008800.0 0.570796 0.520000
20012400.0 0.487298 0.550000
20016000.0 0.364412 0.680000
20019600.0 0.212542 0.880000
20023200.0 0.059147 1.000000
20026800.0 0.000000 0.950000
20030400.0 0.000000 0.750000
20034000.0 0.000000 0.520000
20037600.0 0.000000 0.350000
20041200.0 0.000000 0.260000
20044800.0 0.000000 0.220000
20048400.0 0.000000 0.180000
20052000.0 0.000000 0.160000
20055600.0 0.000000 0.160000
20059200.0 0.000000 0.180000
20062800.0 0.000000 0.280000
20066400.0 0.000000 0.400000
20070000.0 0.017253 0.450000
20073600.0 0.155001 0.500000
20077200.0 0.315376 0.550000
20080800.0 0.452049 0.580000
20084400.0 0.550165 0.600000
20088000.0 0.603694 0.580000
20091600.0 0.610572 0.550000
20095200.0 0.571032 0.520000
20098800.0 0.487204 0.550000
